PRODUTOR;CNPJ_PRODUTOR;PAIS_PRODUTOR;TITULO_ORIGINAL;CPB
2MO PRODUÇÕES ARTÍSTICAS LTDA;037.197.719/0001-74;BRASIL;MALA E CUIA;B2100153200000
2MO PRODUÇÕES ARTÍSTICAS LTDA;037.197.719/0001-74;BRASIL;MONTENEGRO PRORESS;B2100159900000
2MO PRODUÇÕES ARTÍSTICAS LTDA;037.197.719/0001-74;BRASIL;NA CAMISA E NA MEMORIA;B2100153300000
2MO PRODUÇÕES ARTÍSTICAS LTDA;037.197.719/0001-74;BRASIL;PSICOLOGO;B2100151800000
2MO PRODUÇÕES ARTÍSTICAS LTDA;037.197.719/0001-74;BRASIL;UM DIA DE VOCÊ E EU - MONTENEGRO E JORGE;B2100022900000
2S PRODUCOES ARTISTICAS LTDA. - ME;016.672.968/0001-02;BRASIL;CD FUROU;B1700429400000
2S PRODUCOES ARTISTICAS LTDA. - ME;016.672.968/0001-02;BRASIL;DIREITOS IGUAIS;B1700429500000
2S PRODUCOES ARTISTICAS LTDA. - ME;016.672.968/0001-02;BRASIL;GOSTOZEX;B1700429200000
2S PRODUCOES ARTISTICAS LTDA. - ME;016.672.968/0001-02;BRASIL;O JOGO VIROU;B1700429900000
2S PRODUCOES ARTISTICAS LTDA. - ME;016.672.968/0001-02;BRASIL;PALMAS PRA VOCÊ;B1700429300000
2S PRODUCOES ARTISTICAS LTDA. - ME;016.672.968/0001-02;BRASIL;RESUMO DA MINHA VIDA;B1700429600000
2S PRODUÇÕES LTDA. ME;011.869.215/0001-60;BRASIL;MEMÓRIAS DE PASSAGEM;B1101362300000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;A DAMA DO PEIXOTO;B1101462600000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;A HISTÓRIA DO MEU NOME;B2000184900000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;ANTES O TEMPO NÃO ACABAVA;B1600245600000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;COM VISTA PARA O CÉU;B1101462500000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;COMO COMER UM ELEFANTE;B0901035300000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;CONTOS DA MARÉ;B1402139800000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;DESORGANIZADORES DE FICHÁRIOS;B1001170400000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;ENSAIO DE CINEMA;B1001169600000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;ESSE AMOR QUE NOS CONSOME;B1301924200000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;GATINHA MANHOSA;B0901101300000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;LA CAMA;B1800374500000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;LA ERECCIÓN DE TORIBIO BARDELLI;B2400100400000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;MINHA TIA, MEU PRIMO;B0901043600000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;O CLUBE;B1402255200000
3 MOINHOS PRODUCOES ARTISTICAS LTDA;010.615.584/0001-63;BRASIL;TRENZINHO DO CAIPIRA;B1001175500000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;ANTÁRTICA POR UM ANO;B1700602000000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;CINCO DA TARDE;B2400144100000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;CINCO VEZES CHICO O VELHO E SUA GENTE;B1500723200000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;DERRAPADA;B2300201100000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;DIA DOS PAIS;B1402288800000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;ERNESTO, O EXTERMINADOR DE SERES MONSTRUOSOS E OUTRAS PORCARIAS;B1600477000000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;FILOSOFIA COM ARTE;B2300182200000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;FREQUÊNCIA POSITIVA;B1900606600000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;NA ORLA DE SÃO FRANCISCO;B0800869600000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;NÃO VAMOS SUCUMBIR;B2300368300000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;OUTRAS INFÂNCIAS - UMA COMPLEXA MARÉ;B2100289600000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;PANTANAL, A BOA INOCÊNCIA DE NOSSAS ORIGENS;B1800036200000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;REMINISCÊNCIA;B1402083900000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;SANTAS;B1201617700000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;SUDOESTE;B1101513200000
3 TABELA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;009.107.296/0001-19;BRASIL;UNICÓRNIO;B1700501700000
3 TIMES 1 PRODUCOES LTDA;011.654.455/0001-47;BRASIL;REPUBLICA ROCK;B1402262900000
30 PÉS FILMES LTDA.;007.447.850/0001-81;BRASIL;DOR SURREAL;B2400186100000
30 PÉS FILMES LTDA.;007.447.850/0001-81;BRASIL;I COULDN'T REACH YOU;B1201677700000
30 PÉS FILMES LTDA.;007.447.850/0001-81;BRASIL;NATÁLIA;B1001162800000
30 PÉS FILMES LTDA.;007.447.850/0001-81;BRASIL;NATÁLIA;B1001341500000
30.242.567 ALBERTO RIBEIRO TEIXEIRA JUNIOR;030.242.567/0001-35;BRASIL;BISPO VERMELHO;B2600115100000
30.334.286 PLINIO CARVALHO VALIANTE;030.334.286/0001-02;BRASIL;O EXPERIMENTAL;B2400264400000
30.402.908 LEONARDO LUIZ KAULING GATTI;030.402.908/0001-92;BRASIL;A CHUVA NÃO ME VIU PASSAR;B2300370100000
30.711.110 DANIEL DRUMOND RIBEIRO;030.711.110/0001-22;BRASIL;ÁGUA RASA;B2500221600000
30.845.211 EDGAR CEZAR BENITES;030.845.211/0001-96;BRASIL;O TEMPO FOGE E VOA LIVRE EM UM MERGULHO NO ABISMO RODEADO DE AREIA LEVADA PELO VENTO;B2400141100000
31.538.583 PAULO CESAR GUIMARAES;031.538.583/0001-32;BRASIL;DÁ SAMBA - A FANTÁSTICA HISTÓRIA DE BIRA PRESIDENTE;B2300395600000
31.567.435 RICARDO VERISSIMO DE CARLI;031.567.435/0001-46;BRASIL;DANDO A VOLTA NAS ESTRELAS;B2300555600000
31.611.566 VINICIUS CRISTOVAO RIBEIRO DE CARVALHO;031.611.566/0001-83;BRASIL;ISAAC, O FILME;B2500407100000
31.781.005 RENATO LIBANORO RIBEIRO;031.781.005/0001-22;BRASIL;ESPAÇOS DO SILÊNCIO;B2000387900000
31.781.005 RENATO LIBANORO RIBEIRO;031.781.005/0001-22;BRASIL;MISTÉRIOS DO NIXIPAE;B2500111400000
31.802.079 VINICIUS VIEIRA MARINS;031.802.079/0001-06;BRASIL;DOPAMINA;B2500375600000
31.802.079 VINICIUS VIEIRA MARINS;031.802.079/0001-06;BRASIL;JA É MADRUGADA;B2500375800000
31.802.079 VINICIUS VIEIRA MARINS;031.802.079/0001-06;BRASIL;TELA FRIA;B2500375500000
31.802.079 VINICIUS VIEIRA MARINS;031.802.079/0001-06;BRASIL;WHO I AM;B2500376000000
32.171.174 LUCAS MARTINS OLIVEIRA;032.171.174/0001-03;BRASIL;PAPISA - AMOR DELÍRIO (VIDEOCLIPE);B2400093900000
32.171.174 LUCAS MARTINS OLIVEIRA;032.171.174/0001-03;BRASIL;TAGUA TAGUA - TODO TEMPO LIVE SESSION;B2400262100000
32.171.174 LUCAS MARTINS OLIVEIRA;032.171.174/0001-03;BRASIL;VAI PASSAR - PAPISA;B2400252400000
32.236.828 BRUNO MENDONCA BRAGANCA;032.236.828/0001-30;BRASIL;DÁ SAMBA - A FANTÁSTICA HISTÓRIA DE BIRA PRESIDENTE;B2300395600000
32.269.513 ROSIMEIRE DA SILVA DOS ANJOS SANTANA;032.269.513/0001-99;BRASIL;TALENTOS - A VOZ DAS MULHERES NA ARTE;B2500242700000
32.321.925 ELIS BITTENCOURT;032.321.925/0001-20;BRASIL;GAFANHOTO;B2500367800000
32.346.776 JANDERSON FELIPE DA SILVA TAVARES;032.346.776/0001-54;BRASIL;AJUDE OS MENOR;B2600075900000
32.576.485 GABRIELA BRAGA LORETI;032.576.485/0001-52;BRASIL;DESAFOGO;B2500174100000
32.824.535 PATRICIA BAPTISTA AMARAL;032.824.535/0001-73;BRASIL;CAJUÍNA - VIDEOCLIPE;B2500360400000
32.866.388 RODRIGO FRANCISCO MESSIAS;032.866.388/0001-02;BRASIL;SONHADOR;B2300426500000
32.867.923 LEONARDO MENESES PEREIRA;032.867.923/0001-31;BRASIL;HARMONIA DO OFÍCIO: A ARTE DE CONSTRUIR SONS DOS LUTHIERS POTIGUARES;B2600056500000
32.949.628 JOAO FERREIRA MONTEIRO;032.949.628/0001-24;BRASIL;ALUÍSIO, O SILÊNCIO E O MAR;B2400272900000
32.949.628 JOAO FERREIRA MONTEIRO;032.949.628/0001-24;BRASIL;MÃE;B2500532500000
33.159.813 SAMIRA SCHER CHALOM;033.159.813/0001-88;BRASIL;SUNNY IN NICARAGUA;B2400349600000
33.286.598 CLARA TREVISAN FARRET;033.286.598/0001-86;BRASIL;MÃE DA MANHÃ;B2500374500000
33.367.120 JOAO VICTOR ARAUJO DOS SANTOS;033.367.120/0001-80;BRASIL;QUEM MATOU O DETETIVE PATO?;B2300574200000
33.374.384 LUCIO STABILE;033.374.384/0001-61;BRASIL;CARNE DE ONÇA DO CHEF MAURO;B2500064500000
33.538.981 GUSTAVO PONTES BARREIRA;033.538.981/0001-84;BRASIL;AFRO GINGA DIGITAL;B2500027500000
33.620.722 ALESSANDRA DE FATIMA FERNANDES;033.620.722/0001-06;BRASIL;MUNDO AGRO 2023;B2300494700000
33.620.722 ALESSANDRA DE FATIMA FERNANDES;033.620.722/0001-06;BRASIL;MUNDO AGRO 2024;B2400023500000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;A CONCEPÇÃO;B0500440400000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;ECOLOUCOS - UMA COMÉDIA INSUSTENTÁVEL;B2600013900000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;ENCICLOPÉDIA DO INUSITADO E DO IRRACIONAL;B1101359500000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;FLOR DE OBSESSÃO;B0600603900000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;MOMENTO TRÁGICO;B0600599400000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;O SOCORRO NÃO VIRÁ;B2300527900000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;RIR PRA NÃO CHORAR;B2000477300000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;RÉUS;B2400184000000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;SE NADA MAIS DER CERTO;B0901050700000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;SUBTERRÂNEOS;B0600538700000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;UM ASSALTO DE FÉ;B1101519400000
34 FILMES LTDA;004.852.671/0001-31;BRASIL;UMA MULHER MAIS OU MENOS;B0600603800000
34.698.394 FLAVIO HENRIQUE SARTI BENATTI;034.698.394/0001-15;BRASIL;FAVELA SEGUE IKÈ MELANINA JAZZ;B2500123300000
34.700.626 CAMILA DA SILVA;034.700.626/0001-22;BRASIL;A JEUN BÓ;B2600078300000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;A BIBLIOTECA VIVA;B2500455700000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;AUSENTES 4X4: EXPEDIÇÃO OFF ROAD;B2000072200000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;AUTOMOBILER - VERSÃO DO DIRETOR;B2500458700000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;CINE TRAVEL DESTINOS RS;B2300178000000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;O LEGADO DA IMIGRAÇÃO GERMÂNICA 200 ANOS DEPOIS;B2500455800000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;TERRA DOS CÂNIONS - UMA AVENTURA MOTOR HOME.;B2200079300000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;TREKKING TERRA DOS CÂNIONS: EXPEDIÇÃO SÃO JOSÉ DOS AUSENTES.;B1900571500000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;TREKKING VALE DO PATI - ESPECIAL 5 ANOS.;B2200245300000
34.736.679 CAMILA MENEZES FIGUEREDO;034.736.679/0001-01;BRASIL;UM REGISTRO TURÍSTICO CULTURAL DE NOVA PETRÓPOLIS.;B2500455900000
34.869.165 PEDRO VITOR CUNHA DE QUEIROZ;034.869.165/0001-16;BRASIL;MARIPOSA;B2600109600000
35.100.290 LEANDRO CUNHA DE SOUZA;035.100.290/0001-20;BRASIL;ÍNTIMA;B2400516900000
35.228.701 DANNYANE FERLIM PAZE;035.228.701/0001-67;BRASIL;TUDO AO SEU TEMPO;B2400487400000
35.445.587 MAGNA DOMINGUES TORRES;035.445.587/0001-27;BRASIL;DA SUA, MARIA;B2500253200000
35.620.243 ANA CLARA FULANETTI SQUILANTI;035.620.243/0001-07;BRASIL;BONITA DE ROSTO;B2400128800000
35.701.015 DANIELE MACHADO COUTINHO;035.701.015/0001-61;BRASIL;DESTINOS DOS SONHOS;B2600069300000
35.874.953 DANIEL FRANCO DE OLIVEIRA;035.874.953/0001-63;BRASIL;A MANCHA;B2400035600000
35.886.844 VINICIUS GONCALVES DOS SANTOS;035.886.844/0001-66;BRASIL;DOCES MEMÓRIAS;B2500419000000
35.942.768 ISABELLA VITORIA GALANTE AMARAL;035.942.768/0001-69;BRASIL;EDUC(ATIVA);B2300430300000
36.104.403 GUSTAVO CORREA DE ALMEIDA;036.104.403/0001-28;BRASIL;EU ME CHAMO ANTÁRTICA;B2500476900000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;A LOS PIES DE IFACH;B2400486900000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;CICLOS;B2400501900000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;CONFESIONES TRAS LA MANTILLA;B2400486800000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;DIVÃ FELINO PARA UMA DIVA EM CONSTRUÇÃO;B2400485500000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;INTANGÍVEL;B2500053600000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;LUNA, CRUZ, ENTRELAZOS;B2400479600000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;SONHO DE VIDA;B2400260300000
36.118.675 RENATA ALEXANDRE MONTEIRO DA SILVA;036.118.675/0001-87;BRASIL;ÓTIMA!;B2400201600000
36.243.263 LILIAN DOS SANTOS ALVES;036.243.263/0001-79;BRASIL;VIAJA NO PAPO;B2500474400000
36.473.699 SARAH AIME DO CARMO;036.473.699/0001-54;BRASIL;FIDÈLE;B2600074200000
36.477.389 GUILHERME CANTARELI AMADO;036.477.389/0001-08;BRASIL;JARDIM DA IMAGEM;B2400467000000
36.725.669 LEONARDO BEZERRA LEMOS;036.725.669/0001-98;BRASIL;CASINHA DE MURETA;B2500445400000
360 ENTRETENIMENTO E DISTRIBUIÇÃO DE FILMES LTDA;022.208.152/0001-17;BRASIL;A ENTREGA;B2300549200000
360 GRAUS PRODUCAO E LICENCIAMENTO EIRELI;033.459.936/0001-34;BRASIL;PROGRAMA A MELHOR VIAGEM;B1900348500000
360 MERIDIANOS LTDA;021.958.515/0001-79;BRASIL;ORIGENS BR;B2100022000000
36ZERO ENTRETENIMENTO LTDA.;040.049.523/0001-47;BRASIL;CRUSH;B2100190300000
36ZERO ENTRETENIMENTO LTDA.;040.049.523/0001-47;BRASIL;TIPO BORBOLETA;B2100190400000
37.167.956 TAUAN VINICIUS GUAHYBA SLOBODA;037.167.956/0001-92;BRASIL;NOITE RARA;B2600069800000
37.467.772 ADRIANA GUIMARAES JACOBSEN;037.467.772/0001-48;BRASIL;VITÓRIA REVISITADA;B2500088500000
37.687.537 LEONARDO DA SILVA CARVALHO;037.687.537/0001-81;BRASIL;LUZA;B2500443700000
37.687.537 LEONARDO DA SILVA CARVALHO;037.687.537/0001-81;BRASIL;PEDRO;B2300567000000
37.689.396 ARTHUR STEAGALL CONDE;037.689.396/0001-36;BRASIL;UM GENERAL DE DOIS MUNDOS;B2400204200000
37.891.429 JOYCE MATIAS DA SILVA;037.891.429/0001-26;BRASIL;PASSA A BOLA;B2500372000000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;AFINAL DE CONTAS;B2300273800000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;ESCRAVO DO SISTEMA;B2300273300000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;HISTÓRIA;B2300273600000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;LEVE;B2300273700000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;NÃO SEI;B2300273500000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;PRA SURTAR;B2300273400000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;RECOMEÇAR;B2300273100000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;RECOMEÇAR - AO VIVO;B2300273900000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;RECOMEÇAR - DOCUMENTÁRIO;B2300274000000
39.282.494 LEANDRO AUGUSTO PEREIRA DE FARIA;039.282.494/0001-80;BRASIL;TA TUDO BEM;B2300278500000
39.395.665 FREDERICO STUMPF DEMIN;039.395.665/0001-87;BRASIL;CARDAMOMO - ACELERADO - VIDEOCLIPE OFICIAL;B2400006400000
39.395.665 FREDERICO STUMPF DEMIN;039.395.665/0001-87;BRASIL;CARDAMOMO - FAROL - VIDEOCLIPE OFICIAL;B2400004800000
39.395.665 FREDERICO STUMPF DEMIN;039.395.665/0001-87;BRASIL;CARDAMOMO - WOO PT. 2 - VIDEOCLIPE OFICIAL;B2400006300000
39.402.196 NATALIA FERREIRA CARUSO;039.402.196/0001-86;BRASIL;A ANTIFÁBULA DO PAPAI NOEL;B2600023600000
39.417.789 ANDRESSA DOTO COLUSSO;039.417.789/0001-16;BRASIL;UM ENTRE MUITOS: SELO VIRA-LATA;B2500343500000
39.473.918 FABIO ALAN MASCARIN;039.473.918/0001-93;BRASIL;A CÁPSULA;B2400156200000
39.573.911 IVANIR MIGOTTO;039.573.911/0001-43;BRASIL;JANEIRO;B2400317200000
39.676.220 RAQUEL CARDOZO DA SILVA;039.676.220/0001-75;BRASIL;ESTOU ADAPTADO A UMA CIDADE NÃO ADAPTÁVEL;B2500291400000
39.910.736 RUIMARA STEIN;039.910.736/0001-32;BRASIL;IVOTI, O JARDIM DA IMIGRAÇÃO ALEMÃ| 200 ANOS DE HISTÓRIA E LEGADO;B2400461100000
39.946.050 EDUARDO SANTOS RODRIGUES;039.946.050/0001-00;BRASIL;SERESTA;B2400495800000
3C FILMES LTDA;019.133.239/0001-68;BRASIL;LUGAR ALGUM;B1900336400000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;ADEUS BATUCADA;B1402102300000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;AS LENDAS DA TURMA DO JAMBU;B1700464900000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;BATIDA DIFERENTE;B1600590800000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;CHAPÉU DO BARATA;B1402102600000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;LADEIRA DO CASTELO;B1402100100000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;LÁ EM BAIXO;B1402102100000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;MANGAL DAS GARÇAS;B1402101300000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;ME CUTUCA;B1402100800000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;MERCADO DE SÃO BRÁS;B1402100600000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;O MANTO;B1402100500000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;O QUE VOCÊ FAZ NAS HORAS DE FOLGA?;B1402102400000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;OS PERIGOS DESTA VIDA;B1402100400000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;SEU LOBO - TURMA DO JAMBU;B1402101100000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;SOLEDADE;B1402101200000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;SURF NA POROROCA;B1402101900000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;TEM POBRE LIGANDO PRA MIM;B1402101700000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;VERA CRUZ - UM FILME ALEGÓRICO;B1402102000000
3D ESTUDIOS LTDA;083.647.040/0001-57;BRASIL;É DA SUA CONTA PARÁ;B1101495400000
3D3 COMUNICACAO E CULTURA LTDA;000.539.373/0001-35;BRASIL;FESTA DO DIVINO ESPÍRITO SANTO DE SÃO LUIZ DO PARAITINGA 2017;B2300261600000
3EM3 PRODUCOES AUDIOVISUAIS LTDA;031.362.816/0001-99;BRASIL;3EM3;B1800564500000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;(IN)JUSTIÇA;B1500224100000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;A CARA DO MUNDO;B1700082700000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;ARMADA - LAST OF MY KIND;B2500250300000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;ARMADA - SÃO PAULO CITY;B2500250500000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;BRINCAR É DIREITO;B2500252300000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;CASAMENTO INFANTIL;B1800175700000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;DIÁRIOS DE ISSAS CHATEUBRAIN;B1500562000000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;DOR;B1402515900000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;ILEGAL;B1402269700000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;ILEGAL - CURTA;B1402515700000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;LUTA;B1402515800000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;NA MINHA PELE;B2500119400000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;QUE ESSE GRITO NÃO SEJA EM VÃO;B1402105700000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;RADICAL - A CONTROVERSA SAGA DE DADÁ FIGUEIREDO;B1402104700000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;REPENSE - CURTAS SELECIONADOS;B1900311400000
3FG.TV PRODUÇÕES LTDA - ME;015.031.868/0001-26;BRASIL;SEARCHING FOR GOLD;B1402175300000
3K MONTANA PRODUÇÃO AUDIOVISUAL LTDA - EPP;013.223.419/0001-54;BRASIL;PROCESSADOR HUMANO;B1201549900000
3K MONTANA PRODUÇÃO AUDIOVISUAL LTDA - EPP;013.223.419/0001-54;BRASIL;REIS DA RUA - 2ª TEMPORADA;B1201672600000
3LHAMAS PRODUCOES LTDA - EPP;018.588.416/0001-38;BRASIL;A CASA CONECTADA;B1600752800000
3LHAMAS PRODUCOES LTDA - EPP;018.588.416/0001-38;BRASIL;AGORA;B1402249100000
3LO COMUNICAÇÃO, PRODUÇÃO E ENTRETENIMENTO LTDA;014.251.510/0001-46;BRASIL;VICTOR KREUTZ - SEGREDOS;B1700008700000
3LUZES PRODUCOES ARTISTICAS LTDA;058.339.415/0001-74;BRASIL;MEU AMIGO SATANÁS;B2500323900000
3M EDITORA, ARTES GRAFICAS E PRODUTORA LTDA;024.929.247/0001-55;BRASIL;APOLOGIA AO JUMENTO;B2300210700000
3M EDITORA, ARTES GRAFICAS E PRODUTORA LTDA;024.929.247/0001-55;BRASIL;IURI & UDI;B2400499300000
3M EDITORA, ARTES GRAFICAS E PRODUTORA LTDA;024.929.247/0001-55;BRASIL;RECIFE ASSOMBRADO - SÉRIE;B2500463900000
3MARIAS PRODUTORA LTDA.;005.564.552/0001-46;BRASIL;LAÉRCIO ILHABELA ENTRE AMIGOS;B1201593500000
3MARIAS PRODUTORA LTDA.;005.564.552/0001-46;BRASIL;TIGRE DE AMERICANA - UMA PAIXÃO CENTENÁRIA;B1600200000000
3S DESENVOLVIMENTO DE PROJETO EMPRESARIAL LTDA;006.223.731/0001-82;BRASIL;A AVENTURA DE PEDRINHO;B1001171900000
3S DESENVOLVIMENTO DE PROJETO EMPRESARIAL LTDA;006.223.731/0001-82;BRASIL;A HISTÓRIA DO PIMENTÃO;B1001173400000
3S DESENVOLVIMENTO DE PROJETO EMPRESARIAL LTDA;006.223.731/0001-82;BRASIL;A TEMPESTADE;B1001176400000
3S DESENVOLVIMENTO DE PROJETO EMPRESARIAL LTDA;006.223.731/0001-82;BRASIL;CIRCUITO DE VIOLA INSTRUMENTAL;B1001171200000
3S DESENVOLVIMENTO DE PROJETO EMPRESARIAL LTDA;006.223.731/0001-82;BRASIL;ELETROGATO;B1001176300000
